PC=00000000, ---
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000003
PC=0000016c, REG[15]=00000004
PC=00000170, ---
PC=00000174, REG[15]=00000004
PC=00000178, REG[15]=00000010
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe70
PC=00000184, REG[15]=00000005
PC=00000188, REG[15]=00000014
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe74
PC=00000194, REG[11]=0000fe74
PC=00000198, REG[10]=0000fe70
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe70
PC=000000cc, REG[15]=00000304
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe74
PC=000000d8, REG[14]=000001b4
PC=000000dc, REG[15]=0000fe70
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe74
PC=000000e8, REG[14]=00000304
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000005
PC=000001a8, REG[15]=00000006
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000006
PC=000001b8, ---
PC=0000014c, REG[15]=00000006
PC=00000150, REG[15]=00000018
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe78
PC=0000015c, REG[15]=00000378
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000006
PC=000001a8, REG[15]=00000007
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000007
PC=000001b8, ---
PC=0000014c, REG[15]=00000007
PC=00000150, REG[15]=0000001c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe7c
PC=0000015c, REG[15]=000001d8
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000004
PC=0000016c, REG[15]=00000005
PC=00000170, ---
PC=00000174, REG[15]=00000005
PC=00000178, REG[15]=00000014
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe74
PC=00000184, REG[15]=00000007
PC=00000188, REG[15]=0000001c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe7c
PC=00000194, REG[11]=0000fe7c
PC=00000198, REG[10]=0000fe74
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe74
PC=000000cc, REG[15]=00000304
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe7c
PC=000000d8, REG[14]=000001d8
PC=000000dc, REG[15]=0000fe74
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe7c
PC=000000e8, REG[14]=00000304
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000007
PC=000001a8, REG[15]=00000008
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000008
PC=000001b8, ---
PC=0000014c, REG[15]=00000008
PC=00000150, REG[15]=00000020
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe80
PC=0000015c, REG[15]=00000068
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000005
PC=0000016c, REG[15]=00000006
PC=00000170, ---
PC=00000174, REG[15]=00000006
PC=00000178, REG[15]=00000018
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe78
PC=00000184, REG[15]=00000008
PC=00000188, REG[15]=00000020
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe80
PC=00000194, REG[11]=0000fe80
PC=00000198, REG[10]=0000fe78
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe78
PC=000000cc, REG[15]=00000378
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe80
PC=000000d8, REG[14]=00000068
PC=000000dc, REG[15]=0000fe78
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe80
PC=000000e8, REG[14]=00000378
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000008
PC=000001a8, REG[15]=00000009
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000009
PC=000001b8, ---
PC=0000014c, REG[15]=00000009
PC=00000150, REG[15]=00000024
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe84
PC=0000015c, REG[15]=000002a7
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000009
PC=000001a8, REG[15]=0000000a
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000000a
PC=000001b8, ---
PC=0000014c, REG[15]=0000000a
PC=00000150, REG[15]=00000028
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe88
PC=0000015c, REG[15]=000003ff
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=0000000a
PC=000001a8, REG[15]=0000000b
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000000b
PC=000001b8, ---
PC=0000014c, REG[15]=0000000b
PC=00000150, REG[15]=0000002c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe8c
PC=0000015c, REG[15]=0000003f
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000006
PC=0000016c, REG[15]=00000007
PC=00000170, ---
PC=00000174, REG[15]=00000007
PC=00000178, REG[15]=0000001c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe7c
PC=00000184, REG[15]=0000000b
PC=00000188, REG[15]=0000002c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe8c
PC=00000194, REG[11]=0000fe8c
PC=00000198, REG[10]=0000fe7c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe7c
PC=000000cc, REG[15]=00000304
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe8c
PC=000000d8, REG[14]=0000003f
PC=000000dc, REG[15]=0000fe7c
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe8c
PC=000000e8, REG[14]=00000304
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=0000000b
PC=000001a8, REG[15]=0000000c
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000000c
PC=000001b8, ---
PC=0000014c, REG[15]=0000000c
PC=00000150, REG[15]=00000030
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe90
PC=0000015c, REG[15]=0000012b
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000007
PC=0000016c, REG[15]=00000008
PC=00000170, ---
PC=00000174, REG[15]=00000008
PC=00000178, REG[15]=00000020
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe80
PC=00000184, REG[15]=0000000c
PC=00000188, REG[15]=00000030
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe90
PC=00000194, REG[11]=0000fe90
PC=00000198, REG[10]=0000fe80
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe80
PC=000000cc, REG[15]=00000378
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe90
PC=000000d8, REG[14]=0000012b
PC=000000dc, REG[15]=0000fe80
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe90
PC=000000e8, REG[14]=00000378
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=0000000c
PC=000001a8, REG[15]=0000000d
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000000d
PC=000001b8, ---
PC=0000014c, REG[15]=0000000d
PC=00000150, REG[15]=00000034
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe94
PC=0000015c, REG[15]=000002f1
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=0000000d
PC=000001a8, REG[15]=0000000e
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000000e
PC=000001b8, ---
PC=0000014c, REG[15]=0000000e
PC=00000150, REG[15]=00000038
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe98
PC=0000015c, REG[15]=000001fc
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000008
PC=0000016c, REG[15]=00000009
PC=00000170, ---
PC=00000174, REG[15]=00000009
PC=00000178, REG[15]=00000024
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe84
PC=00000184, REG[15]=0000000e
PC=00000188, REG[15]=00000038
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe98
PC=00000194, REG[11]=0000fe98
PC=00000198, REG[10]=0000fe84
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe84
PC=000000cc, REG[15]=000002a7
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe98
PC=000000d8, REG[14]=000001fc
PC=000000dc, REG[15]=0000fe84
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe98
PC=000000e8, REG[14]=000002a7
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=0000000e
PC=000001a8, REG[15]=0000000f
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000000f
PC=000001b8, ---
PC=0000014c, REG[15]=0000000f
PC=00000150, REG[15]=0000003c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe9c
PC=0000015c, REG[15]=000003d9
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=0000000f
PC=000001a8, REG[15]=00000010
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000010
PC=000001b8, ---
PC=0000014c, REG[15]=00000010
PC=00000150, REG[15]=00000040
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fea0
PC=0000015c, REG[15]=0000037a
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000010
PC=000001a8, REG[15]=00000011
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000011
PC=000001b8, ---
PC=0000014c, REG[15]=00000011
PC=00000150, REG[15]=00000044
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fea4
PC=0000015c, REG[15]=00000396
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000011
PC=000001a8, REG[15]=00000012
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000012
PC=000001b8, ---
PC=0000014c, REG[15]=00000012
PC=00000150, REG[15]=00000048
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fea8
PC=0000015c, REG[15]=00000209
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000009
PC=0000016c, REG[15]=0000000a
PC=00000170, ---
PC=00000174, REG[15]=0000000a
PC=00000178, REG[15]=00000028
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe88
PC=00000184, REG[15]=00000012
PC=00000188, REG[15]=00000048
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fea8
PC=00000194, REG[11]=0000fea8
PC=00000198, REG[10]=0000fe88
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe88
PC=000000cc, REG[15]=000003ff
PC=000000d0, ---
PC=000000d4, REG[15]=0000fea8
PC=000000d8, REG[14]=00000209
PC=000000dc, REG[15]=0000fe88
PC=000000e0, ---
PC=000000e4, REG[15]=0000fea8
PC=000000e8, REG[14]=000003ff
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000012
PC=000001a8, REG[15]=00000013
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000013
PC=000001b8, ---
PC=0000014c, REG[15]=00000013
PC=00000150, REG[15]=0000004c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feac
PC=0000015c, REG[15]=0000002c
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=0000000a
PC=0000016c, REG[15]=0000000b
PC=00000170, ---
PC=00000174, REG[15]=0000000b
PC=00000178, REG[15]=0000002c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe8c
PC=00000184, REG[15]=00000013
PC=00000188, REG[15]=0000004c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000feac
PC=00000194, REG[11]=0000feac
PC=00000198, REG[10]=0000fe8c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe8c
PC=000000cc, REG[15]=00000304
PC=000000d0, ---
PC=000000d4, REG[15]=0000feac
PC=000000d8, REG[14]=0000002c
PC=000000dc, REG[15]=0000fe8c
PC=000000e0, ---
PC=000000e4, REG[15]=0000feac
PC=000000e8, REG[14]=00000304
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000013
PC=000001a8, REG[15]=00000014
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000014
PC=000001b8, ---
PC=0000014c, REG[15]=00000014
PC=00000150, REG[15]=00000050
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feb0
PC=0000015c, REG[15]=000000a5
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=0000000b
PC=0000016c, REG[15]=0000000c
PC=00000170, ---
PC=00000174, REG[15]=0000000c
PC=00000178, REG[15]=00000030
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe90
PC=00000184, REG[15]=00000014
PC=00000188, REG[15]=00000050
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000feb0
PC=00000194, REG[11]=0000feb0
PC=00000198, REG[10]=0000fe90
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe90
PC=000000cc, REG[15]=00000378
PC=000000d0, ---
PC=000000d4, REG[15]=0000feb0
PC=000000d8, REG[14]=000000a5
PC=000000dc, REG[15]=0000fe90
PC=000000e0, ---
PC=000000e4, REG[15]=0000feb0
PC=000000e8, REG[14]=00000378
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000014
PC=000001a8, REG[15]=00000015
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000015
PC=000001b8, ---
PC=0000014c, REG[15]=00000015
PC=00000150, REG[15]=00000054
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feb4
PC=0000015c, REG[15]=00000157
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=0000000c
PC=0000016c, REG[15]=0000000d
PC=00000170, ---
PC=00000174, REG[15]=0000000d
PC=00000178, REG[15]=00000034
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe94
PC=00000184, REG[15]=00000015
PC=00000188, REG[15]=00000054
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000feb4
PC=00000194, REG[11]=0000feb4
PC=00000198, REG[10]=0000fe94
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe94
PC=000000cc, REG[15]=000002f1
PC=000000d0, ---
PC=000000d4, REG[15]=0000feb4
PC=000000d8, REG[14]=00000157
PC=000000dc, REG[15]=0000fe94
PC=000000e0, ---
PC=000000e4, REG[15]=0000feb4
PC=000000e8, REG[14]=000002f1
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000015
PC=000001a8, REG[15]=00000016
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000016
PC=000001b8, ---
PC=0000014c, REG[15]=00000016
PC=00000150, REG[15]=00000058
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feb8
PC=0000015c, REG[15]=00000374
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000016
PC=000001a8, REG[15]=00000017
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000017
PC=000001b8, ---
PC=0000014c, REG[15]=00000017
PC=00000150, REG[15]=0000005c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000febc
PC=0000015c, REG[15]=00000364
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000017
PC=000001a8, REG[15]=00000018
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000018
PC=000001b8, ---
PC=0000014c, REG[15]=00000018
PC=00000150, REG[15]=00000060
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fec0
PC=0000015c, REG[15]=000000c4
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=0000000d
PC=0000016c, REG[15]=0000000e
PC=00000170, ---
PC=00000174, REG[15]=0000000e
PC=00000178, REG[15]=00000038
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe98
PC=00000184, REG[15]=00000018
PC=00000188, REG[15]=00000060
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fec0
PC=00000194, REG[11]=0000fec0
PC=00000198, REG[10]=0000fe98
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe98
PC=000000cc, REG[15]=000002a7
PC=000000d0, ---
PC=000000d4, REG[15]=0000fec0
PC=000000d8, REG[14]=000000c4
PC=000000dc, REG[15]=0000fe98
PC=000000e0, ---
PC=000000e4, REG[15]=0000fec0
PC=000000e8, REG[14]=000002a7
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000018
PC=000001a8, REG[15]=00000019
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000019
PC=000001b8, ---
PC=0000014c, REG[15]=00000019
PC=00000150, REG[15]=00000064
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fec4
PC=0000015c, REG[15]=000003af
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000019
PC=000001a8, REG[15]=0000001a
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000001a
PC=000001b8, ---
PC=0000014c, REG[15]=0000001a
PC=00000150, REG[15]=00000068
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fec8
PC=0000015c, REG[15]=00000115
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=0000000e
PC=0000016c, REG[15]=0000000f
PC=00000170, ---
PC=00000174, REG[15]=0000000f
PC=00000178, REG[15]=0000003c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe9c
PC=00000184, REG[15]=0000001a
PC=00000188, REG[15]=00000068
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fec8
PC=00000194, REG[11]=0000fec8
PC=00000198, REG[10]=0000fe9c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe9c
PC=000000cc, REG[15]=000003d9
PC=000000d0, ---
PC=000000d4, REG[15]=0000fec8
PC=000000d8, REG[14]=00000115
PC=000000dc, REG[15]=0000fe9c
PC=000000e0, ---
PC=000000e4, REG[15]=0000fec8
PC=000000e8, REG[14]=000003d9
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=0000001a
PC=000001a8, REG[15]=0000001b
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000001b
PC=000001b8, ---
PC=0000014c, REG[15]=0000001b
PC=00000150, REG[15]=0000006c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fecc
PC=0000015c, REG[15]=00000228
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=0000000f
PC=0000016c, REG[15]=00000010
PC=00000170, ---
PC=00000174, REG[15]=00000010
PC=00000178, REG[15]=00000040
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fea0
PC=00000184, REG[15]=0000001b
PC=00000188, REG[15]=0000006c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fecc
PC=00000194, REG[11]=0000fecc
PC=00000198, REG[10]=0000fea0
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fea0
PC=000000cc, REG[15]=0000037a
PC=000000d0, ---
PC=000000d4, REG[15]=0000fecc
PC=000000d8, REG[14]=00000228
PC=000000dc, REG[15]=0000fea0
PC=000000e0, ---
PC=000000e4, REG[15]=0000fecc
PC=000000e8, REG[14]=0000037a
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=0000001b
PC=000001a8, REG[15]=0000001c
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000001c
PC=000001b8, ---
PC=0000014c, REG[15]=0000001c
PC=00000150, REG[15]=00000070
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fed0
PC=0000015c, REG[15]=000003a4
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=0000001c
PC=000001a8, REG[15]=0000001d
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000001d
PC=000001b8, ---
PC=0000014c, REG[15]=0000001d
PC=00000150, REG[15]=00000074
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fed4
PC=0000015c, REG[15]=000000e9
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000010
PC=0000016c, REG[15]=00000011
PC=00000170, ---
PC=00000174, REG[15]=00000011
PC=00000178, REG[15]=00000044
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fea4
PC=00000184, REG[15]=0000001d
PC=00000188, REG[15]=00000074
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fed4
PC=00000194, REG[11]=0000fed4
PC=00000198, REG[10]=0000fea4
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fea4
PC=000000cc, REG[15]=00000396
PC=000000d0, ---
PC=000000d4, REG[15]=0000fed4
PC=000000d8, REG[14]=000000e9
PC=000000dc, REG[15]=0000fea4
PC=000000e0, ---
PC=000000e4, REG[15]=0000fed4
PC=000000e8, REG[14]=00000396
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=0000001d
PC=000001a8, REG[15]=0000001e
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=0000001e
PC=000001b8, ---
PC=0000014c, REG[15]=0000001e
PC=00000150, REG[15]=00000078
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fed8
PC=0000015c, REG[15]=00000257
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000011
PC=0000016c, REG[15]=00000012
PC=00000170, ---
PC=00000174, REG[15]=00000012
PC=00000178, REG[15]=00000048
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fea8
PC=00000184, REG[15]=0000001e
PC=00000188, REG[15]=00000078
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fed8
PC=00000194, REG[11]=0000fed8
PC=00000198, REG[10]=0000fea8
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
